"","pressureAz","con"
"91",-1.16421284334171,"S"
"92",-1.16351784250908,"S"
"93",-1.03450041521559,"S"
"94",-0.946551218941087,"S"
"95",-0.913064815187142,"S"
"96",-1.06893454737766,"S"
"97",-1.04694724830904,"S"
"98",-1.03418450574621,"S"
"99",-1.07923319607935,"S"
"100",-1.1593478375133,"S"
"101",-1.20212197966692,"S"
"102",-1.18455741316957,"S"
"103",-1.18026104438605,"S"
"104",-1.18335695718594,"S"
"105",-1.14879646123612,"S"
"106",-0.962828511168976,"S"
"107",-0.0143023748101106,"S"
"108",-0.00823691299807547,"S"
"109",0.0032621916872405,"S"
"110",0.00168264434035613,"S"
"111",0.00743219668301442,"S"
"112",0.00111400729547817,"S"
"113",0.000103096993472384,"S"
"114",-0.00457236315330444,"S"
"115",0.000798097826101365,"S"
"116",-0.00324554338192183,"S"
"117",-0.00147645035341168,"S"
"118",0.00307264600561442,"S"
"119",-0.0103219154959627,"S"
"120",-0.000781449520783016,"S"
"121",-0.00867918625520301,"S"
"122",-0.0184723798058845,"S"
"123",-0.0120910085244729,"S"
"124",-0.0200519271527686,"S"
"125",-0.0221369296506555,"S"
"126",-0.0202414728343946,"S"
"127",-0.0788110884568559,"S"
"128",-0.071797898236691,"S"
"129",-0.0597933384003722,"S"
"130",-0.0538542403760881,"S"
"131",-0.0482942337150559,"S"
"132",-0.0505687818945689,"S"
"133",-0.047093777731424,"S"
"134",-0.0525906024985805,"S"
"135",-0.0525906024985805,"S"
"136",-0.0407755883438881,"S"
"137",-0.0569501531759805,"S"
"138",0.0227222150008512,"S"
"139",0.0988563971206629,"S"
"140",0.0960132118962716,"S"
"141",0.0824957486285263,"S"
"142",-0.73148005218935,"S"
"143",-0.741336427633907,"S"
"144",-0.72825777560171,"S"
"145",-0.712841393496122,"S"
"146",-0.724909135226316,"S"
"147",-0.712462302132866,"S"
"148",-0.715621396826638,"S"
"149",-0.75492053481711,"S"
"150",-0.762628725869907,"S"
"151",-0.757510992466,"S"
"152",-0.741210063846159,"S"
"153",-0.75504689860486,"S"
"154",-0.74973961951933,"S"
"155",-0.749992347094831,"S"
"156",-0.734955056352498,"S"
"157",-0.743674157707295,"S"
"158",-0.741336427633907,"S"
"159",-0.735460511503498,"S"
"160",-0.738050969152391,"S"
"161",-0.756373718376243,"S"
"162",-0.758521902768005,"S"
"163",-0.751635076335594,"S"
"164",-0.751129621184591,"S"
"165",-0.654714051130785,"S"
"166",-0.630199476307144,"S"
"167",-0.0616256133227589,"S"
"168",0.581629248222304,"S"
"169",0.592243806393368,"S"
"170",0.590727440940356,"S"
"171",0.581629248222304,"S"
"172",0.585799253218078,"S"
"173",0.427275881484797,"S"
"174",-0.424918177743256,"S"
"175",2.68842949949626,"S"
"176",0.879342332163018,"S"
"177",0.951811964438056,"S"
"178",0.952633329058439,"S"
"179",0.952696510952314,"S"
"180",0.953960148829818,"S"
"181",0.954781513450198,"S"
"182",0.958446063294969,"S"
"183",0.946062412095398,"S"
"184",0.950106053303421,"S"
"185",0.953075602315563,"S"
"186",0.951559236862558,"S"
"187",0.946188775883149,"S"
"188",0.944861956111766,"S"
"189",0.930582848095937,"S"
"190",0.915608739247473,"S"
"191",0.925781024161407,"S"
"192",0.931972849761192,"S"
"193",0.941260588160874,"S"
"194",0.940186495964992,"S"
"195",0.943914227703639,"S"
"196",0.956108333221584,"S"
"197",0.946062412095398,"S"
"198",0.951875146331931,"S"
"199",0.950358780878923,"S"
"200",0.940186495964989,"S"
"201",0.961036520943859,"S"
"202",0.96596470866614,"S"
"203",0.951369691180928,"S"
"204",0.939996950283363,"S"
"205",0.946251957777024,"S"
"206",0.944798774217891,"S"
"207",0.944482864748514,"S"
"208",0.950042871409549,"S"
"209",0.958440319486436,"S"
"210",0.762455828493592,"S"
"211",0.767194470534244,"S"
"212",0.767889471366873,"S"
"213",0.761508100085461,"S"
"214",0.765425377505733,"S"
"215",0.769026745456629,"S"
"216",0.76302446553847,"S"
"217",0.754874001228551,"S"
"218",0.736172160641444,"S"
"219",0.726505330878513,"S"
"220",0.726947604135641,"S"
"221",0.720882142323606,"S"
"222",0.720503050960354,"S"
"223",0.755442638273429,"S"
"224",0.810600431626618,"S"
"225",0.78836040498249,"S"
"226",0.781915851807203,"S"
"227",0.781599942337826,"S"
"228",0.771933112574896,"S"
"229",0.791961772933386,"S"
"230",0.765362195611858,"S"
"231",0.71892350361347,"S"
"232",0.727263513605018,"S"
"233",0.707550762715905,"S"
"234",0.70938303763829,"S"
"235",0.715448499450325,"S"
"236",0.727958514437647,"S"
"237",0.730738517768163,"S"
"238",0.713237133164687,"S"
"239",0.711783949605551,"S"
"240",0.707300286611007,"S"
"241",-1.61046655978339,"S"
"242",-1.56137422824224,"S"
"243",-1.14848055176674,"S"
"244",-1.15290328433801,"S"
"245",-1.14949146206875,"S"
"246",-1.16212784084382,"S"
"247",-1.17419558257401,"S"
"248",-1.20654471223819,"S"
"249",-1.11543642126992,"S"
"250",-1.15486192304815,"S"
"251",-1.16895148538236,"S"
"252",-1.1803874081738,"S"
"253",-1.18234604688394,"S"
"254",-1.18291468392881,"S"
"255",-1.17868149703917,"S"
"256",-1.17943967976567,"S"
"257",-0.252308569038601,"S"
"258",0.267172962404628,"S"
"259",0.267362508086255,"S"
"260",0.267172962404628,"S"
"261",0.259212043776333,"S"
"262",0.250619306209284,"S"
"263",0.252767490601046,"S"
"264",0.254031128478553,"S"
"265",0.253967946584678,"S"
"266",0.256052949082565,"S"
"267",0.263002957408854,"S"
"268",0.245880664168631,"S"
"269",0.29029753556301,"S"
"270",0.266162052102623,"S"
"271",0.263824322029234,"S"
"272",0.265024778012866,"S"
"273",0.262181592788475,"S"
"274",0.261233864380344,"S"
"275",0.190664968271188,"S"
"276",-1.17198421628838,"S"
"277",-1.17059421462312,"S"
"278",-1.15574646956241,"S"
"279",-1.17767058673716,"S"
"280",-1.17425876446789,"S"
"281",-1.16970966810886,"S"
"282",-1.17362694552914,"S"
"283",-1.16193829516219,"S"
"284",-1.17280558090876,"S"
"285",-1.1719210343945,"S"
"286",-1.17350058174139,"S"
"287",-1.17748104105553,"S"
"288",-1.18095604521868,"S"
"289",-1.17792331431266,"S"
"290",-1.16547648121921,"S"
"291",-1.17931331597792,"S"
"292",-1.17520649287602,"S"
"293",-1.17230012575775,"S"
"294",-1.16421284334171,"S"
"295",-1.16351784250908,"S"
"296",-1.03450041521559,"S"
"297",-0.946551218941087,"S"
"298",-0.913064815187142,"S"
"299",-1.06893454737766,"S"
"300",-1.04694724830904,"S"
"301",-1.03418450574621,"S"
"302",-1.07923319607935,"S"
"303",-1.1593478375133,"S"
"304",-1.20212197966692,"S"
"305",-1.18455741316957,"S"
"306",-1.18026104438605,"S"
"307",-1.18335695718594,"S"
"308",-1.14879646123612,"S"
"309",-0.962828511168976,"S"
"310",0.172336939697709,"S"
"311",-0.0440610468254069,"S"
"312",-0.516156157862115,"S"
"313",-1.1632019330397,"S"
"314",-1.19340287831212,"S"
"315",-1.19283424126724,"S"
"316",-0.0146182842794874,"S"
"317",0.724293964592876,"S"
"318",0.716901683009458,"S"
"319",1.23493003089355,"S"
"320",1.31308603361737,"S"
"321",-0.15709345496843,"S"
"322",-0.764397818898414,"S"
"323",-0.591911248618678,"S"
"324",-0.446971984068596,"S"
"325",-0.478183839643025,"S"
"326",-0.471739286467738,"S"
"327",-0.46763246336584,"S"
"328",-0.470412466696356,"S"
"329",-0.417592403416553,"S"
"330",-0.110212489712911,"S"
"331",-0.0939747429869429,"S"
"332",-0.101114296994859,"S"
"333",-0.0946065619256966,"S"
"334",-0.00530733894214344,"S"
"335",1.54900722534798,"S"
"336",1.27094371040252,"S"
"337",1.13668218591737,"S"
"338",1.12650990100343,"S"
"339",0.838021373568528,"S"
"340",0.450842727900307,"S"
"341",0.445535448814777,"S"
"342",0.435299982006968,"S"
"343",0.262055229000724,"S"
"344",0.158436923045129,"S"
"345",0.120843696189289,"S"
"346",0.142830995257915,"S"
"347",0.14371554177217,"S"
"348",0.139608718670271,"S"
"349",0.159321469559384,"S"
"350",0.168419662277436,"S"
"351",0.171262847501828,"S"
"352",0.174485124089471,"S"
"353",0.172526485379335,"S"
"354",0.1708205742447,"S"
"355",0.175622398179228,"S"
"356",0.153571917216726,"S"
"357",0.15420373615548,"S"
"358",0.152813734490222,"S"
"359",0.143841905559921,"S"
"360",0.156983739485996,"S"
"361",0.155025100775859,"S"
"362",0.142957359045665,"S"
"363",0.151107823355587,"S"
"364",0.276397518910431,"S"
"365",0.968807893890528,"S"
"366",0.961984249351993,"S"
"367",0.967544256013024,"S"
"368",0.965143344045761,"S"
"369",0.963942888062129,"S"
"370",0.965459253515134,"S"
"371",0.961431061171445,"S"
"372",1.01082385331764,"S"
"373",1.02131204770096,"S"
"374",0.3929049312166,"S"
"375",0.360429437764663,"S"
"376",0.358913072311654,"S"
"377",0.376351275021255,"S"
"378",-0.412095578649393,"S"
"379",-0.416771038796167,"S"
"380",0.423864059215527,"S"
"381",0.442692263590385,"S"
"382",0.443639991998516,"S"
"383",0.442186808439382,"S"
"384",0.448947271084046,"S"
"385",0.440796806774124,"S"
"386",0.237414290389333,"S"
"387",0.615810652808878,"S"
"388",0.616632017429258,"S"
"389",0.614926106294623,"S"
"390",0.617958837200641,"S"
"391",0.616947926898635,"S"
"392",0.617327018261887,"S"
"393",0.616695199323134,"S"
"394",0.617390200155763,"S"
"395",0.615305197657876,"S"
"396",0.613788832204867,"S"
"397",0.621560205151536,"S"
"398",0.598182904417652,"S"
"399",0.615305197657876,"S"
"400",0.645379779142551,"S"
"401",0.635207494228618,"S"
"402",0.62737293938807,"S"
"403",0.613915195992618,"S"
"404",0.612462012433484,"S"
"405",-0.040516800155065,"S"
"406",0.83745273652365,"S"
"407",0.832840458270748,"S"
"408",0.835746825389015,"S"
"409",1.02807251034562,"S"
"410",1.25413732663167,"S"
"411",1.2499673216359,"S"
"412",1.2543268723133,"S"
"413",1.06509710015658,"S"
"414",0.936521946120221,"S"
"415",0.9937647419713,"S"
"416",0.99294337735092,"S"
"417",0.991490193791786,"S"
"418",0.987446552583763,"S"
"419",0.988331099098018,"S"
"420",0.981697000241105,"S"
"421",0.987509734477639,"S"
"422",0.972093352372051,"S"
"423",0.972472443735303,"S"
"424",0.972219716159801,"S"
"425",0.972535625629175,"S"
"426",0.97019789555579,"S"
"427",0.972661989416929,"S"
"428",0.984161094102245,"S"
"429",0.977842904714708,"S"
"430",0.977779722820833,"S"
"431",0.977653359033079,"S"
"432",0.984161094102245,"S"
"433",1.57882907925715,"S"
"434",1.56985725032685,"S"
"435",1.56909906760035,"S"
"436",1.56941497706972,"S"
"437",1.57086816062886,"S"
"438",1.57055225115948,"S"
"439",0.886432158103512,"S"
"440",0.362893531625803,"S"
"441",0.48976277452753,"S"
"442",0.488120045286771,"S"
"443",0.489383683164278,"S"
"444",0.501514606788348,"S"
"445",0.50720097723713,"S"
"446",0.4888150461194,"S"
"447",0.418430416342246,"S"
"448",0.669767990178438,"S"
"449",0.709319855744415,"S"
"450",0.718291684674716,"S"
"451",0.730106698829409,"S"
"452",0.734529431400684,"S"
"453",0.753041726306163,"S"
"454",0.749250812673644,"S"
"455",0.744322624951366,"S"
"456",0.76915310924438,"S"
"457",0.77446038832991,"S"
"458",0.772880840983026,"S"
"459",0.791203590206885,"S"
"460",-0.117225679933077,"S"
"461",0.647085690277183,"S"
"462",0.889135525713696,"S"
"463",0.899876447672511,"S"
"464",0.911881007508827,"S"
"465",0.905183726758042,"S"
"466",0.905373272439664,"S"
"467",0.920221017500378,"S"
"468",0.936711491801844,"S"
"469",0.926349661206285,"S"
"470",0.929066482642928,"S"
"471",0.940881496797618,"S"
"472",1.01088703521152,"S"
"473",1.09867497620464,"S"
"474",0.561663769757693,"S"
"475",0.59426562699738,"S"
"476",0.622571115453542,"S"
"477",0.613409740841615,"S"
"478",0.600078361233913,"S"
"479",0.614357469249745,"S"
"480",0.611956557282481,"S"
"481",0.532157825317899,"S"
"482",0.746849900706377,"S"
"483",0.784316763774467,"S"
"484",0.776545390827797,"S"
"485",0.777745846811429,"S"
"486",0.753989454714293,"S"
"487",0.77010083765251,"S"
"488",0.762266282811965,"S"
"489",0.498292330200704,"S"
"490",0.870180957551087,"S"
"491",0.843770925911183,"S"
"492",0.84016955796029,"S"
"493",0.834546369405383,"S"
"494",0.488246409074519,"S"
"495",0.971019260176169,"S"
"496",1.01815295300719,"S"
"497",1.02194386663971,"S"
"498",1.02333386830497,"S"
"499",1.00551657423212,"S"
"500",0.690807560838934,"S"
"501",1.0150570402073,"S"
"502",1.02188068474584,"S"
"503",1.01973250035407,"S"
"504",1.00235747953835,"S"
"505",0.988962918036772,"S"
"506",0.276144791334931,"S"
"507",0.00442724614278511,"S"
"508",-0.421193771367445,"S"
"509",-0.422015135987825,"S"
"510",-0.425300594469344,"S"
"511",-0.414938763873784,"S"
"512",-0.408620574486248,"S"
"513",-0.423215591971457,"S"
"514",-0.428712416738613,"S"
"515",-0.429091508101866,"S"
"516",-0.428838780526364,"S"
"517",-0.425616503938721,"S"
"518",-0.430291964085498,"S"
"519",-0.428396507269237,"S"
"520",-0.431366056281379,"S"
"521",-0.419487860232811,"S"
"522",-0.427385596967231,"S"
"523",-0.429723327040619,"S"
"524",-0.440843340362683,"S"
"525",-0.431934693326257,"S"
"526",-0.431050146812002,"S"
"527",-0.433071967416014,"S"
"528",-0.431745147644631,"S"
"529",-0.430228782191622,"S"
"530",-0.431745147644631,"S"
"531",-0.439579702485176,"S"
"532",-0.430481509767124,"S"
"533",-0.430039236509996,"S"
"534",-0.430544691660999,"S"
"535",-0.429154689995741,"S"
"536",-0.429533781358993,"S"
"537",-0.412601033800393,"S"
"538",-0.899670253685562,"S"
"539",-1.32006095178245,"S"
"540",0.0728254568440135,"S"
"541",0.163175565085781,"S"
"542",0.160521925543016,"S"
"543",0.163112383191906,"S"
"544",0.156667830016619,"S"
"545",0.148643729494448,"S"
"546",-0.0292133017646964,"S"
"547",-0.104652483051879,"S"
"548",-0.0343942170624761,"S"
"549",-0.0414705891765167,"S"
"550",-0.0842447313301371,"S"
"551",-0.0492419621231863,"S"
"552",0.181624678097387,"S"
"553",0.166271477885674,"S"
"554",0.167219206293804,"S"
"555",0.127983250197205,"S"
"556",-0.00646781996956627,"S"
"557",-0.0856979148892701,"S"
"558",0.162164654783776,"S"
"559",0.178655129085245,"S"
"560",0.168861935534564,"S"
"561",0.169114663110065,"S"
"562",0.146179635633309,"S"
"563",0.332566222565629,"S"
"564",0.46796502114053,"S"
"565",0.454696823426704,"S"
"566",0.441239080031252,"S"
"567",0.445598630708652,"S"
"568",0.446546359116783,"S"
"569",0.440986352455751,"S"
"570",0.437827257761982,"S"
"571",0.491026412405038,"S"
"572",0.493616870053927,"S"
"573",0.497091874217072,"S"
"574",0.477631850903461,"S"
"575",0.487551408241893,"S"
"576",0.285179802159107,"S"
"577",0.0881575964244349,"S"
"578",-0.514323882939733,"S"
"579",-0.500297502499399,"S"
"580",-0.497959772426011,"S"
"581",-0.436294244003657,"S"
"582",-0.447351075431849,"S"
"583",-0.465989734125077,"S"
"584",-0.445897891872715,"S"
"585",-0.449183350354234,"S"
"586",-0.450699715807243,"S"
"587",-0.463525640263941,"S"
"588",-0.526770716033176,"S"
"589",-0.476667474190017,"S"
"590",-0.472687014875869,"S"
"591",-0.484691574712188,"S"
"592",-0.488166578875333,"S"
"593",-0.488861579707959,"S"
"594",-0.481974753275547,"S"
"595",-0.488166578875333,"S"
"596",-0.49865477325864,"S"
"597",-0.447982894370602,"S"
"598",-0.374691897475179,"S"
"599",-0.371027347630408,"S"
"600",-0.366730978846883,"S"
"601",-0.36963734596515,"S"
"602",-0.364709158242871,"S"
"603",-0.506047054842057,"S"
"604",-0.44292834286057,"S"
"605",-0.428143779693735,"S"
"606",-0.442296523921816,"S"
"607",-0.44634016512984,"S"
"608",-0.450762897701118,"S"
"609",-0.444950163464585,"S"
"610",-0.471739286467735,"S"
"611",-0.523295711870034,"S"
"612",-0.446971984068593,"S"
"613",-0.435220151807776,"S"
"614",-0.429344235677367,"S"
"615",-0.414938763873781,"S"
"616",-0.387644185719625,"S"
"617",-0.217937618770407,"S"
"618",-0.239166735112526,"S"
"619",-0.211429883701242,"S"
"620",-0.524834810262521,"S"
"621",1.63442914586747,"S"
"622",1.63727233109186,"S"
"623",1.6433377929039,"S"
"624",1.64599143244666,"S"
"625",1.65445780622596,"S"
"626",1.65401553296883,"S"
"627",1.63683005783473,"S"
"628",1.64036824389176,"S"
"629",1.64851870820168,"S"
"630",1.64750779789968,"S"
"631",1.66431418167052,"S"
"632",1.64801325305067,"S"
"633",1.40931205798955,"S"
"634",1.39111567255345,"S"
"635",1.37967974976201,"S"
"636",1.37254019575409,"S"
"637",1.37171883113371,"S"
"638",1.37753156537024,"S"
"639",1.38005884112526,"S"
"640",1.37171883113371,"S"
"641",1.37500428961523,"S"
"642",1.37885838514163,"S"
"643",1.37810020241512,"S"
"644",1.39623340595735,"S"
"645",1.39427476724721,"S"
"646",1.47615850170969,"S"
"647",1.3399383385144,"S"
"648",1.34259197805717,"S"
"649",1.33949606525728,"S"
"650",1.33652651624514,"S"
"651",1.14154719174577,"S"
"652",1.10907169829383,"S"
"653",1.10768169662857,"S"
"654",1.10420669246543,"S"
"655",1.10439623814705,"S"
"656",1.08948531119247,"S"
"657",1.1173485263915,"S"
"658",1.10622851306944,"S"
"659",1.10117396155941,"S"
"660",1.1037644192083,"S"
"661",1.10515442087356,"S"
"662",1.1040171467838,"S"
"663",1.10730260526532,"S"
"664",1.10711305958369,"S"
"665",1.10673396822044,"S"
"666",1.10825033367345,"S"
"667",1.10730260526532,"S"
"668",1.1045226019348,"S"
"669",1.10294305458792,"S"
"670",1.10483851140418,"S"
"671",1.11418943169773,"S"
"672",1.10281669080017,"S"
"673",1.10218487186142,"S"
"674",1.10098441587778,"S"
"675",1.10085805209003,"S"
"676",1.10092123398391,"S"
"677",1.09953123231865,"S"
"678",1.10414351057155,"S"
"679",1.05729938835589,"S"
"680",0.575311058834768,"S"
"681",0.953770603148189,"S"
"682",1.14154719174577,"S"
"683",1.16037539612063,"S"
"684",1.1689049517938,"S"
"685",1.16909449747543,"S"
"686",1.16688313118979,"S"
"687",1.17256950163858,"S"
"688",1.1512140215087,"S"
"689",1.1514667490842,"S"
"690",1.19114497843793,"S"
"691",1.21825001091046,"S"
"692",1.21717591871458,"S"
"693",1.23120229915491,"S"
"694",1.23474048521194,"S"
"695",1.23638321445269,"S"
"696",1.23094957157941,"S"
"697",1.23000184317128,"S"
"698",1.23044411642841,"S"
"699",1.23297139218343,"S"
"700",1.22671638468976,"S"
"701",1.23954230914646,"S"
"702",1.23486684899968,"S"
"703",1.24143776596272,"S"
"704",1.24889322944002,"S"
"705",1.2499673216359,"S"
"706",1.25306323443579,"S"
"707",1.24832459239514,"S"
"708",1.24232231247698,"S"
"709",1.24541822527687,"S"
"710",1.24908277512164,"S"
"711",1.25015686731752,"S"
"712",1.24889322944002,"S"
"713",1.24541822527687,"S"
"714",1.25135732330116,"S"
"715",1.25192596034603,"S"
"716",1.26512742662138,"S"
"717",-0.0704078965714331,"S"
"718",-0.0598565202942475,"S"
"719",-0.0574556083269837,"S"
"720",-0.0506319637884446,"S"
"721",-0.0588456099922417,"S"
"722",-0.0580874272657374,"S"
"723",-0.0571396988576069,"S"
"724",-0.0457669579600417,"S"
"725",-0.0571396988576069,"S"
"726",-0.0626997055186385,"S"
"727",-0.062257432261511,"S"
"728",-0.049368325910937,"S"
"729",-0.0407124064500124,"S"
"730",-0.0524642387108301,"S"
"731",-0.0498105991680649,"S"
"732",-0.0614992495350069,"S"
"733",-0.0413442253887663,"S"
"734",-0.0380587669072469,"S"
"735",-0.0300978482789512,"S"
"736",-0.0309192128993309,"S"
"737",-0.0277601182055628,"S"
"738",-0.0286446647198178,"S"
"739",-0.0280128457810642,"S"
"740",-0.0301610301728266,"S"
"741",-0.015250103218241,"S"
"742",-0.014555102385612,"S"
"743",-0.0246010235117943,"S"
"744",-0.0275705725239367,"S"
"745",-0.0158819221569946,"S"
"746",-0.0235901132097889,"S"
"747",-0.0243482959362929,"S"
"748",-0.0243482959362932,"S"
"749",-0.0348996722134787,"S"
"750",-0.023969204573041,"S"
"751",-0.0295923931279486,"S"
"752",-0.0563417349386625,"S"
"753",0.033210409384162,"S"
"754",0.061326352158698,"S"
"755",0.0575986204200516,"S"
"756",0.0643590830647152,"S"
"757",0.0663177217748514,"S"
"758",0.0407922366492048,"S"
"759",0.0790172824437987,"S"
"760",0.152750552596347,"S"
"761",0.2274947330509,"S"
"762",0.24998748727053,"S"
"763",0.241900204854483,"S"
"764",0.25434703794793,"S"
"765",0.256621586127443,"S"
"766",0.258074769686576,"S"
"767",0.176317399011857,"S"
"768",0.240320657507599,"S"
"769",0.244174753033997,"S"
"770",0.23867792826684,"S"
"771",0.251503852723539,"S"
"772",0.250177032952156,"S"
"773",0.212267896626938,"S"
"774",0.214921536169703,"S"
"775",0.219281086847103,"S"
"776",0.224019728887756,"S"
"777",0.207592436480161,"S"
"778",0.215426991320706,"S"
"779",0.187374230440045,"S"
"780",0.196914696415224,"S"
"781",0.195903786113219,"S"
"782",0.198115152398856,"S"
"783",0.188321958848176,"S"
"784",-0.0824756383016276,"S"
"785",-0.144899349450485,"S"
"786",0.374736702928853,"S"
"787",-0.433893332036393,"S"
"788",-0.440843340362683,"S"
"789",-0.440085157636179,"S"
"790",-0.440716976574936,"S"
"791",-0.444255162631953,"S"
"792",-0.461693365341553,"S"
"793",-0.519694343919135,"S"
"794",-0.524748895429164,"S"
"795",-0.528413445273935,"S"
"796",-0.520894799902767,"S"
"797",-0.527718444441306,"S"
"798",-0.530624811559573,"S"
"799",-0.529740265045318,"S"
"800",-0.571629860684683,"S"
"801",-0.503519779087043,"S"
"802",-0.502382504997286,"S"
"803",-0.501813867952408,"S"
"804",-0.503330233405416,"S"
"805",-0.497707044850509,"S"
"806",-0.500107956817776,"S"
"807",-0.499349774091272,"S"
"808",-0.523232529976156,"S"
"809",-0.514639792409106,"S"
"810",-0.516661613013118,"S"
"811",-0.67430043823215,"S"
"812",-0.41468603629828,"S"
"813",-0.419424678338935,"S"
"814",-0.416518311220665,"S"
"815",-0.422710136820454,"S"
"816",-0.418982405081808,"S"
"817",-0.425169226175147,"S"
"818",-1.36291989957972,"S"
"819",-1.31976666606285,"S"
"820",-1.33113940696041,"S"
"821",-1.34920942860877,"S"
"822",-1.34232260217635,"S"
"823",-1.34049032725397,"S"
"824",-1.33897396180096,"S"
"825",-1.33903714369483,"S"
"826",-1.34049032725397,"S"
"827",-1.35003079322915,"S"
"828",-1.33910032558871,"S"
"829",-1.33676259551532,"S"
"830",-1.34832488209451,"S"
"831",-1.32949667771965,"S"
"832",-1.3416907832376,"S"
"833",-1.34320714869061,"S"
"834",-1.34744033558026,"S"
"835",-1.34826170020064,"S"
"836",-1.34453396846199,"S"
"837",-1.34428124088649,"S"
"838",-1.34592397012725,"S"
"839",-1.3468085166415,"S"
"840",-1.35464307148205,"S"
"841",-1.32798031226665,"S"
"842",-1.3463030614905,"S"
"843",-1.34920942860877,"S"
"844",-1.33796305149895,"S"
"845",-1.35856034890232,"S"
"846",-1.36140353412671,"S"
"847",-1.37530355077929,"S"
"848",-1.39413175515415,"S"
"849",-1.39488993788065,"S"
"850",-1.38560219948097,"S"
"851",-1.39583766628878,"S"
"852",-1.37542991456704,"S"
"853",-1.39331039053377,"S"
"854",-1.39514266545615,"S"
"855",-1.39564812060716,"S"
"856",-1.39470039219903,"S"
"857",-1.4034826754477,"S"
"858",-1.40076585401106,"S"
"859",-1.39627993954591,"S"
"860",-1.40556767794559,"S"
"861",-1.44259226775655,"S"
"862",-1.81469654900917,"S"
"863",1.77570386057278,"S"
"864",1.78556023601734,"S"
"865",1.77128112800151,"S"
"866",1.79257342623751,"S"
"867",1.79036205995187,"S"
"868",1.79750161395979,"S"
"869",1.8826076250099,"S"
"870",1.91236629702519,"S"
"871",1.90453174218464,"S"
"872",1.89676036923797,"S"
"873",1.89328536507483,"S"
"874",1.87635261751623,"S"
"875",1.8831130801609,"S"
"876",1.88450308182615,"S"
"877",1.88671444811179,"S"
"878",1.88184944228339,"S"
"879",1.87767943728762,"S"
"880",1.87224579441434,"S"
"881",1.86870760835732,"S"
"882",1.86845488078182,"S"
"883",1.87142442979396,"S"
"884",1.8690235178267,"S"
"885",1.85196440648035,"S"
"886",1.84457212489693,"S"
"887",1.84886849368046,"S"
"888",1.8438771240643,"S"
"889",1.90800674634779,"S"
"890",1.9190469509618,"S"
"891",-0.108001123427273,"S"
"892",-0.122153867655354,"S"
"893",-0.121585230610476,"S"
"894",-0.0198623814711425,"S"
"895",-0.034015125699224,"S"
"896",-0.0415969529642671,"S"
"897",0.057851347995553,"S"
"898",-0.0807065452731171,"S"
"899",-0.119500228112589,"S"
